classifier,group,timeframe,instrument,window,bars_per_year,share_bull,drift_bull,vol_bull,ac1_bull,eff_bull,share_bear,drift_bear,vol_bear,ac1_bear,eff_bear,share_chop,drift_chop,vol_chop,ac1_chop,eff_chop,s1,kw_h,d_eff,d_ac1,n_bars,s1_null_mean,s1_null_p5,s1_null_p95,s1_z,s1_p,kw_h_null_mean,kw_h_null_p5,kw_h_null_p95,kw_h_z,kw_h_p,d_eff_null_mean,d_eff_null_p5,d_eff_null_p95,d_eff_z,d_eff_p,d_ac1_null_mean,d_ac1_null_p5,d_ac1_null_p95,d_ac1_z,d_ac1_p
HMM,futures,4h,ZB=F,IS,1539,0.362217,0.000077,0.101832,-0.006012,0.292629,0.101483,-0.000219,0.172670,-0.117394,0.231341,0.536300,0.000000,0.099786,-0.008448,0.227698,0.000296,0.162890,0.034287,-0.053255,2583,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,ZB=F,OOS,1539,0.134598,-0.000194,0.096409,-0.129773,0.296410,0.018067,,,,0.159236,0.847335,-0.000047,0.077315,0.011987,0.105906,,,0.121917,-0.141759,1108,,,,,,,,,,,0.073503,-0.065229,0.217557,0.549797,0.291391,-0.056520,-0.198684,0.072069,-0.986675,0.847682
ADX,futures,4h,ZN=F,FULL,1539,0.361020,-0.000010,0.058362,-0.061501,0.281745,0.338542,-0.000002,0.053484,-0.049449,0.253293,0.300439,0.000014,0.050565,-0.044961,0.379118,-0.000008,0.202456,-0.111599,-0.010514,3691,-0.000028,-0.000108,0.000061,0.370785,0.370861,2.455431,0.207417,6.545700,-1.033165,0.947020,-0.120353,-0.182318,-0.050878,0.208553,0.437086,-0.006404,-0.081984,0.068366,-0.089424,0.543046
ADX,futures,4h,ZN=F,IS,1539,0.407874,0.000030,0.061846,-0.069440,0.278780,0.330709,-0.000004,0.057436,-0.071886,0.283414,0.261417,0.000020,0.054886,-0.060471,0.355129,0.000034,0.267283,-0.074032,-0.010193,2583,,,,,,,,,,,,,,,,,,,,
ADX,futures,4h,ZN=F,OOS,1539,0.252936,-0.000161,0.042656,-0.040443,0.318409,0.356820,0.000002,0.043914,0.028213,0.201656,0.390244,0.000006,0.043085,-0.007276,0.416995,-0.000163,4.921372,-0.156963,0.001161,1108,-0.000040,-0.000196,0.000122,-1.221581,0.887417,2.049146,0.083221,6.230953,1.513423,0.099338,-0.121626,-0.236028,-0.015221,-0.497684,0.695364,-0.016884,-0.159292,0.137923,0.189830,0.417219
ER,futures,4h,ZN=F,FULL,1539,0.170027,-0.000075,0.055619,-0.021305,0.362201,0.174932,0.000025,0.050067,-0.025873,0.449669,0.655041,0.000011,0.055188,-0.062898,0.333496,-0.000100,1.447915,0.072439,0.039309,3691,-0.000065,-0.000204,0.000058,-0.432957,0.675497,2.741300,0.202407,7.408587,-0.542131,0.602649,0.027448,-0.031509,0.089878,1.182441,0.145695,0.005052,-0.088148,0.097832,0.641999,0.284768
ER,futures,4h,ZN=F,IS,1539,0.193599,-0.000064,0.059047,-0.019800,0.348526,0.166667,0.000003,0.054148,-0.057997,0.447896,0.639735,0.000041,0.059454,-0.068933,0.343765,-0.000067,0.533053,0.054446,0.030035,2583,,,,,,,,,,,,,,,,,,,,
ER,futures,4h,ZN=F,OOS,1539,0.114724,-0.000127,0.039562,-0.051588,0.415189,0.194219,0.000066,0.040719,0.072111,0.452860,0.691057,-0.000052,0.044594,-0.043339,0.310202,-0.000193,2.392051,0.123823,0.053600,1108,-0.000073,-0.000302,0.000149,-0.849786,0.807947,2.304747,0.174992,6.353412,0.043135,0.370861,0.030421,-0.080122,0.147080,1.353114,0.092715,0.007954,-0.129839,0.148079,0.481811,0.350993
HMM,futures,4h,ZN=F,FULL,1539,0.342507,0.000055,0.051486,-0.068057,0.267815,0.157221,-0.000012,0.074417,-0.166745,0.232533,0.500272,-0.000036,0.048568,0.008468,0.235445,0.000066,1.772609,0.014729,-0.125868,3691,0.000037,-0.000089,0.000165,0.390060,0.337748,2.249813,0.165433,6.824695,-0.219555,0.437086,0.026252,-0.033941,0.086640,-0.316679,0.635762,-0.075980,-0.143798,-0.007012,-1.229703,0.907285
HMM,futures,4h,ZN=F,IS,1539,0.359875,0.000086,0.052612,-0.065633,0.297229,0.208821,-0.000014,0.075581,-0.174467,0.215000,0.431304,-0.000032,0.053489,0.002245,0.264963,0.000101,2.894068,-0.008849,-0.122295,2583,,,,,,,,,,,,,,,,,,,,
HMM,futures,4h,ZN=F,OOS,1539,0.301716,-0.000035,0.048112,-0.081054,0.208814,0.037940,0.000022,0.057562,0.023711,0.366952,0.660343,-0.000042,0.039995,0.022233,0.146889,-0.000057,0.295864,0.140994,-0.050905,1108,0.000035,-0.000204,0.000257,-0.609319,0.753333,2.271495,0.123086,7.189435,-0.741878,0.846667,0.030769,-0.069204,0.154727,1.574222,0.079470,-0.077853,-0.188146,0.046540,0.368580,0.331126
SWING,crypto,1h,ADA-USD,FULL,8748,0.221375,-0.000078,0.866553,-0.028240,0.242804,0.255089,-0.000103,0.957767,0.005501,0.229849,0.523536,0.000083,0.948726,0.101403,0.301653,0.000025,0.436229,-0.065327,-0.112772,17464,0.000010,-0.000319,0.000349,0.076451,0.463576,2.067233,0.090756,6.693486,-0.728266,0.827815,-0.047324,-0.066581,-0.029492,-1.518049,0.913907,-0.043574,-0.133577,0.031050,-1.383232,0.900662
SWING,crypto,1h,ADA-USD,IS,8748,0.226949,-0.000060,0.921334,-0.046199,0.237012,0.243587,0.000020,1.051116,0.008271,0.205605,0.529465,0.000143,1.032313,0.114568,0.303008,-0.000080,1.461618,-0.081699,-0.133532,12224,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,ADA-USD,OOS,8748,0.208437,-0.000125,0.708895,0.049911,0.257284,0.281924,-0.000352,0.734281,-0.007196,0.279174,0.509639,-0.000064,0.706629,0.030709,0.298648,0.000227,0.415885,-0.030419,-0.009351,5240,-0.000017,-0.000582,0.000498,0.702982,0.238411,2.015108,0.086970,5.697937,-0.845231,0.867550,-0.047469,-0.082539,-0.010341,0.795460,0.205298,-0.030945,-0.174132,0.057299,0.283252,0.470199
SWING,crypto,1h,AVAX-USD,FULL,8748,0.227213,-0.000067,0.845433,0.005096,0.259895,0.250731,-0.000039,0.961109,0.024569,0.232578,0.522056,-0.000015,0.826364,0.011396,0.294790,-0.000028,0.432239,-0.048553,0.003436,17464,-0.000001,-0.000339,0.000266,-0.137738,0.569536,2.098430,0.094807,7.815874,-0.743317,0.807947,-0.042191,-0.058842,-0.021556,-0.534692,0.688742,-0.000319,-0.051605,0.043802,0.132121,0.456954
SWING,crypto,1h,AVAX-USD,IS,8748,0.240794,-0.000006,0.903365,0.002999,0.253766,0.257033,0.000045,1.024563,0.042163,0.224231,0.502173,-0.000013,0.897916,-0.000063,0.288331,-0.000052,0.489862,-0.049333,0.022644,12224,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,AVAX-USD,OOS,8748,0.195648,-0.000242,0.651305,0.014344,0.274081,0.236114,-0.000253,0.777140,-0.053609,0.254350,0.568238,-0.000020,0.655208,0.055803,0.308532,0.000011,0.753505,-0.044317,-0.075435,5240,-0.000066,-0.000690,0.000471,0.211696,0.450331,1.863922,0.093001,5.372956,-0.576516,0.688742,-0.046354,-0.082847,-0.005972,0.087645,0.470199,-0.006847,-0.086870,0.069941,-1.538594,0.913907
SWING,crypto,1h,BNB-USD,FULL,8749,0.262687,0.000038,0.493103,0.013745,0.254286,0.240151,-0.000066,0.615726,0.019106,0.259351,0.497162,0.000055,0.508428,-0.000452,0.294065,0.000104,0.914124,-0.037247,0.016877,17467,-0.000005,-0.000207,0.000177,0.941357,0.158940,2.612357,0.187272,7.429516,-0.656730,0.735099,-0.038394,-0.056930,-0.018034,0.089489,0.490066,0.007794,-0.045612,0.062131,0.276016,0.397351
SWING,crypto,1h,BNB-USD,IS,8749,0.270536,0.000042,0.531657,0.011454,0.247213,0.234137,0.000000,0.649839,0.046922,0.249011,0.495327,0.000105,0.540304,-0.014431,0.294849,0.000042,2.280628,-0.046737,0.043619,12226,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,BNB-USD,OOS,8749,0.244466,0.000029,0.375991,0.025784,0.270614,0.254198,-0.000207,0.535065,-0.066419,0.281293,0.501336,-0.000057,0.425944,0.051821,0.292284,0.000236,0.642707,-0.016331,-0.072139,5241,-0.000014,-0.000397,0.000295,1.104579,0.125828,2.230676,0.295393,5.985056,-0.720864,0.821192,-0.037165,-0.079826,0.002177,0.878478,0.198675,0.008018,-0.085237,0.100053,-1.433425,0.913907
SWING,crypto,1h,BTC-USD,FULL,8749,0.254256,0.000003,0.418486,-0.012960,0.238754,0.227604,0.000049,0.504302,0.009738,0.252102,0.518141,0.000013,0.476365,0.002340,0.296598,-0.000046,8.668596,-0.051170,-0.003951,17483,-0.000003,-0.000169,0.000208,-0.364078,0.609272,2.562399,0.195377,6.947733,2.645307,0.026490,-0.043180,-0.062707,-0.023932,-0.628123,0.728477,-0.000775,-0.042415,0.046954,-0.117018,0.543046
SWING,crypto,1h,BTC-USD,IS,8749,0.269300,0.000051,0.413662,-0.027310,0.240216,0.211031,0.000096,0.515513,0.023999,0.259216,0.519669,0.000023,0.483644,-0.009401,0.288978,-0.000045,9.364664,-0.039261,0.007746,12238,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,BTC-USD,OOS,8749,0.219298,-0.000132,0.431721,0.026166,0.235233,0.266209,-0.000037,0.482838,-0.018809,0.237875,0.514493,-0.000013,0.458844,0.032932,0.313156,-0.000095,1.634245,-0.076602,-0.029254,5245,-0.000014,-0.000325,0.000324,-0.378543,0.649007,1.889022,0.126658,5.188675,-0.132000,0.397351,-0.042105,-0.077529,-0.003693,-1.617013,0.947020,-0.002593,-0.078964,0.072602,-0.609927,0.761589
SWING,crypto,1h,DOGE-USD,FULL,8748,0.244882,0.000190,0.894938,0.042558,0.236761,0.253656,0.000119,0.902571,0.014839,0.260298,0.501462,-0.000101,0.911220,-0.012062,0.291190,0.000071,3.279036,-0.042661,0.040760,17465,0.000009,-0.000328,0.000297,0.327894,0.377483,2.117012,0.129920,6.192096,0.601884,0.205298,-0.042812,-0.061072,-0.022489,0.012792,0.456954,0.006548,-0.032631,0.042335,1.464478,0.072848
SWING,crypto,1h,DOGE-USD,IS,8748,0.255965,0.000294,0.956544,0.034700,0.220683,0.254571,0.000156,0.985201,0.022383,0.251159,0.489465,-0.000062,1.010200,-0.009795,0.291518,0.000138,2.255946,-0.055598,0.038337,12225,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,DOGE-USD,OOS,8748,0.218935,-0.000095,0.700118,0.082180,0.277730,0.251575,0.000032,0.668629,-0.022975,0.280425,0.529490,-0.000185,0.648797,-0.024004,0.290448,-0.000127,1.801660,-0.011370,0.053606,5240,0.000036,-0.000556,0.000589,-0.460357,0.695364,1.715720,0.109849,5.003295,0.048006,0.324503,-0.042520,-0.076428,-0.001841,1.358453,0.086093,0.005593,-0.058861,0.073470,1.117458,0.125828
SWING,crypto,1h,DOT-USD,FULL,8749,0.233983,0.000092,0.864050,0.007816,0.243653,0.259427,-0.000081,0.879985,-0.008069,0.239778,0.506590,-0.000139,0.845726,0.009503,0.314244,0.000173,0.416797,-0.072529,-0.009629,17466,0.000013,-0.000258,0.000315,0.845652,0.198675,2.121829,0.196442,6.675582,-0.821566,0.814570,-0.048221,-0.065505,-0.028580,-2.088420,0.980132,-0.008336,-0.067735,0.053073,-0.035998,0.476821
SWING,crypto,1h,DOT-USD,IS,8749,0.257821,0.000143,0.898558,-0.008983,0.236653,0.260688,-0.000152,0.918774,0.006757,0.231922,0.481491,-0.000059,0.894196,0.014393,0.310970,0.000295,0.478449,-0.076682,-0.015506,12226,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,DOT-USD,OOS,8749,0.178469,-0.000079,0.735843,0.092892,0.263699,0.256538,0.000088,0.780239,-0.061159,0.258175,0.564993,-0.000300,0.739918,-0.004738,0.320558,-0.000167,2.515743,-0.059621,0.020605,5240,-0.000011,-0.000588,0.000530,-0.445730,0.682119,1.909876,0.088676,5.710878,0.341672,0.298013,-0.049081,-0.082596,-0.013964,-0.481489,0.668874,-0.003835,-0.100989,0.082747,0.433194,0.344371
SWING,crypto,1h,ETH-USD,FULL,8748,0.259850,0.000054,0.610757,0.012459,0.270172,0.232666,0.000030,0.744808,-0.011427,0.236752,0.507484,-0.000050,0.683617,0.022999,0.321082,0.000024,4.392500,-0.067620,-0.022483,17480,0.000042,-0.000218,0.000270,-0.126554,0.556291,2.561801,0.123539,7.478044,0.800890,0.165563,-0.050768,-0.070224,-0.032153,-1.492604,0.927152,-0.006877,-0.045558,0.031937,-0.659832,0.728477
SWING,crypto,1h,ETH-USD,IS,8748,0.274256,0.000091,0.639678,0.011268,0.263608,0.229476,0.000109,0.760978,-0.018995,0.244819,0.496268,-0.000056,0.716644,0.027664,0.319694,-0.000018,5.851764,-0.065480,-0.031528,12236,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,ETH-USD,OOS,8748,0.226397,-0.000051,0.520589,0.017362,0.286155,0.240130,-0.000146,0.707272,0.007383,0.216087,0.533473,-0.000037,0.606103,0.008697,0.324204,0.000096,0.402952,-0.073083,0.003675,5244,0.000035,-0.000418,0.000452,0.216283,0.437086,2.182885,0.066221,6.270426,-0.851344,0.834437,-0.049252,-0.086858,-0.015420,-1.083338,0.867550,0.001625,-0.061904,0.062909,0.050804,0.529801
SWING,crypto,1h,LINK-USD,FULL,8748,0.244880,0.000051,0.834039,0.045034,0.249236,0.256468,0.000018,0.941754,0.037328,0.217642,0.498652,0.000000,0.850691,-0.009118,0.290619,0.000033,0.415131,-0.057180,0.050299,17464,0.000036,-0.000306,0.000342,-0.016203,0.509934,2.062657,0.135019,6.466903,-0.799497,0.821192,-0.044726,-0.064455,-0.024720,-1.014195,0.827815,0.004072,-0.045943,0.052640,1.621613,0.066225
SWING,crypto,1h,LINK-USD,IS,8748,0.254736,0.000115,0.907505,0.044576,0.249064,0.264004,0.000006,1.024067,0.044832,0.225600,0.481260,0.000068,0.931823,-0.007080,0.289188,0.000110,0.264685,-0.051855,0.051784,12224,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,LINK-USD,OOS,8748,0.221798,-0.000122,0.594823,0.047129,0.249635,0.238977,0.000049,0.686187,-0.004673,0.198164,0.539225,-0.000140,0.650400,-0.018456,0.293489,-0.000172,4.161449,-0.069589,0.039684,5240,0.000051,-0.000512,0.000502,-0.687711,0.754967,1.685286,0.144178,5.332100,1.571546,0.105960,-0.044978,-0.086367,-0.002505,-1.002357,0.874172,0.003904,-0.092821,0.091455,0.648206,0.271523
SWING,crypto,1h,SOL-USD,FULL,8749,0.231074,-0.000164,0.751761,-0.046641,0.237556,0.242315,0.000135,0.828504,0.015562,0.233313,0.526612,0.000020,0.806602,-0.008601,0.299345,-0.000298,8.601623,-0.063910,-0.006938,17466,-0.000082,-0.000394,0.000207,-1.180395,0.860927,3.236466,0.163168,9.076253,1.936066,0.086093,-0.045433,-0.062342,-0.028184,-1.728970,0.953642,0.006586,-0.037829,0.050219,-0.490953,0.688742
SWING,crypto,1h,SOL-USD,IS,8749,0.234421,-0.000169,0.801353,-0.077260,0.226761,0.240817,0.000200,0.870245,0.021625,0.238276,0.524762,0.000069,0.866943,-0.008141,0.291441,-0.000369,7.204781,-0.058923,-0.019676,12226,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,SOL-USD,OOS,8749,0.223325,-0.000150,0.613948,0.084030,0.261307,0.245848,-0.000013,0.724191,-0.004227,0.222843,0.530826,-0.000093,0.646740,-0.010761,0.317155,-0.000136,1.673770,-0.075080,0.050663,5240,-0.000107,-0.000644,0.000405,-0.096918,0.549669,2.301608,0.152356,6.448521,-0.290628,0.523179,-0.048009,-0.082667,-0.007987,-1.247134,0.907285,0.004428,-0.079819,0.077934,0.940913,0.158940
SWING,crypto,1h,XRP-USD,FULL,8749,0.243279,0.000296,0.866506,-0.019935,0.251095,0.255546,-0.000067,0.898221,-0.018279,0.244819,0.501175,0.000076,0.816836,0.009787,0.286740,0.000364,0.084441,-0.038783,-0.028894,17467,0.000104,-0.000177,0.000429,1.280235,0.105960,2.496213,0.152298,6.987971,-0.912450,0.986755,-0.039362,-0.059519,-0.020782,0.048152,0.470199,-0.002175,-0.070820,0.054143,-0.748742,0.788079
SWING,crypto,1h,XRP-USD,IS,8749,0.254425,0.000466,0.946372,-0.030597,0.243812,0.246640,0.000021,0.993931,-0.018762,0.240934,0.498935,0.000113,0.904308,0.005446,0.279335,0.000444,0.600612,-0.036962,-0.030125,12226,,,,,,,,,,,,,,,,,,,,
SWING,crypto,1h,XRP-USD,OOS,8749,0.217366,-0.000165,0.594634,0.049437,0.271154,0.276336,-0.000251,0.655672,-0.016252,0.252858,0.506298,-0.000006,0.567180,0.036510,0.304126,0.000087,0.933050,-0.042120,-0.019918,5241,0.000096,-0.000463,0.000736,-0.026166,0.503311,2.056022,0.164218,6.129413,-0.582800,0.668874,-0.039318,-0.079456,-0.000106,-0.113800,0.529801,-0.000970,-0.099751,0.095108,-0.314427,0.629139
SWING,crypto,4h,ADA-USD,FULL,2188,0.205903,0.000257,1.103225,0.184861,0.248392,0.302744,-0.000462,0.894100,-0.019747,0.206017,0.491353,0.000099,0.851797,-0.003959,0.304681,0.000718,1.446192,-0.077476,0.086517,4368,0.000499,-0.000962,0.001938,0.253677,0.364238,2.062728,0.088718,6.073656,-0.326522,0.529801,-0.049893,-0.090132,-0.009672,-1.092665,0.880795,0.020656,-0.093555,0.145755,0.932016,0.172185
SWING,crypto,4h,ADA-USD,IS,2188,0.209518,0.000597,1.234450,0.221253,0.244002,0.299736,-0.000331,0.960813,-0.024323,0.211860,0.490747,0.000384,0.903127,-0.031708,0.314755,0.000928,1.192212,-0.086825,0.130173,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,ADA-USD,OOS,2188,0.197710,-0.000576,0.681210,-0.075891,0.257867,0.309924,-0.000753,0.722977,-0.001300,0.193061,0.492366,-0.000546,0.719599,0.094742,0.280596,0.000177,0.346690,-0.055132,-0.133338,1311,0.000510,-0.002280,0.003155,-0.211682,0.609272,1.746827,0.137012,6.358090,-0.784511,0.860927,-0.047795,-0.119448,0.026437,-0.159888,0.562914,-0.003378,-0.202489,0.191410,-1.165159,0.880795
SWING,crypto,4h,AVAX-USD,FULL,2188,0.232804,-0.000279,0.814525,-0.011597,0.231566,0.264320,-0.000595,0.950653,-0.078061,0.251326,0.502876,0.000170,0.853427,0.009629,0.292021,0.000315,0.236647,-0.050575,-0.054459,4368,0.000192,-0.001010,0.001498,0.156841,0.463576,2.159850,0.107221,6.404890,-0.936870,0.894040,-0.046390,-0.090739,-0.001981,-0.156345,0.589404,0.003212,-0.054289,0.071528,-1.493129,0.947020
SWING,crypto,4h,AVAX-USD,IS,2188,0.246377,0.000041,0.868835,-0.015316,0.247885,0.260870,-0.000632,1.056573,-0.105005,0.249486,0.492754,0.000325,0.919874,0.007123,0.293111,0.000673,0.129652,-0.044425,-0.067284,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,AVAX-USD,OOS,2188,0.201527,-0.001187,0.634016,0.001755,0.190286,0.272519,-0.000512,0.657310,0.080731,0.254566,0.525954,-0.000176,0.687781,0.016893,0.295457,-0.000675,0.298164,-0.073031,0.024350,1311,0.000116,-0.001872,0.001981,-0.634006,0.728477,1.524003,0.111466,4.438321,-0.844903,0.834437,-0.047813,-0.128432,0.017517,-0.525851,0.728477,0.000349,-0.107911,0.107462,0.364342,0.377483
SWING,crypto,4h,BNB-USD,FULL,2188,0.274442,-0.000070,0.488047,-0.040718,0.243321,0.246837,0.000295,0.555255,-0.078795,0.210942,0.478721,0.000048,0.531201,-0.015957,0.312014,-0.000365,1.298231,-0.084882,-0.043800,4368,-0.000074,-0.000834,0.000695,-0.643849,0.768212,2.185728,0.106804,6.279567,-0.407519,0.562914,-0.055583,-0.096760,-0.019721,-1.275163,0.887417,-0.003797,-0.085771,0.085025,-0.766668,0.807947
SWING,crypto,4h,BNB-USD,IS,2188,0.267457,0.000132,0.513620,-0.014459,0.234398,0.256917,0.000434,0.593399,-0.076440,0.212051,0.475626,0.000200,0.570080,-0.055661,0.318849,-0.000301,0.416574,-0.095625,0.010212,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,BNB-USD,OOS,2188,0.290840,-0.000501,0.427784,-0.125864,0.261881,0.222901,-0.000069,0.438047,-0.090866,0.209181,0.486260,-0.000297,0.429809,0.141132,0.296924,-0.000432,0.989023,-0.061393,-0.249498,1311,-0.000049,-0.001308,0.001078,-0.522435,0.741722,1.725611,0.126439,5.017145,-0.476555,0.576159,-0.052108,-0.120173,0.010866,-0.211610,0.576159,-0.004513,-0.153968,0.129192,-2.815890,1.000000
SWING,crypto,4h,BTC-USD,FULL,2188,0.258978,-0.000076,0.435407,-0.025306,0.302722,0.225829,0.000013,0.532198,0.039914,0.213245,0.515193,0.000169,0.446278,-0.044341,0.326558,-0.000089,1.605499,-0.068575,0.051645,4372,0.000000,-0.000737,0.000708,-0.195421,0.569536,2.039954,0.085278,6.384147,-0.201519,0.437086,-0.051678,-0.098860,-0.009051,-0.633779,0.728477,0.011653,-0.056428,0.081693,0.895656,0.165563
SWING,crypto,4h,BTC-USD,IS,2188,0.276055,0.000105,0.416750,-0.067913,0.289293,0.218997,0.000156,0.540267,0.011819,0.191398,0.504947,0.000262,0.467192,-0.045159,0.340203,-0.000050,0.748137,-0.099858,0.017112,3060,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,BTC-USD,OOS,2188,0.218917,-0.000449,0.470395,0.053051,0.347204,0.241800,-0.000286,0.514605,0.101172,0.261308,0.539283,-0.000033,0.397069,-0.043934,0.297317,-0.000163,2.074780,0.006939,0.121045,1312,-0.000133,-0.001520,0.001410,-0.036649,0.509934,1.894702,0.060285,5.954852,0.088057,0.298013,-0.057782,-0.134725,0.027050,1.331535,0.132450,0.003316,-0.118956,0.121006,1.529591,0.059603
SWING,crypto,4h,DOGE-USD,FULL,2188,0.224960,-0.000558,0.840874,-0.043773,0.239858,0.298181,0.000224,0.908955,-0.027618,0.252891,0.476859,0.000277,0.920723,0.020250,0.328155,-0.000782,5.024420,-0.081780,-0.055946,4368,0.000195,-0.001145,0.001355,-1.199539,0.860927,2.228775,0.044224,6.924517,1.152538,0.099338,-0.057342,-0.094059,-0.020396,-1.007108,0.827815,0.013932,-0.056640,0.087806,-1.552531,0.940397
SWING,crypto,4h,DOGE-USD,IS,2188,0.253628,-0.000171,0.887868,-0.045798,0.237209,0.282322,0.000385,1.027852,-0.041506,0.243914,0.464050,0.000514,1.025324,0.004730,0.346255,-0.000556,3.313096,-0.105694,-0.048382,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,DOGE-USD,OOS,2188,0.158779,-0.001986,0.633273,-0.038474,0.248158,0.335115,-0.000089,0.613881,0.056563,0.272342,0.506107,-0.000217,0.645041,0.101855,0.291288,-0.001897,4.167807,-0.031038,-0.092811,1311,0.000069,-0.002394,0.002159,-1.323965,0.913907,2.047129,0.150388,6.131560,1.036813,0.145695,-0.054357,-0.120154,0.018853,0.541408,0.291391,0.010179,-0.120116,0.142300,-1.284780,0.927152
SWING,crypto,4h,DOT-USD,FULL,2188,0.199124,-0.000738,0.824061,0.000703,0.239558,0.288085,-0.000131,0.874273,-0.054267,0.245152,0.512791,-0.000233,0.847133,0.027607,0.315228,-0.000607,2.020516,-0.072874,-0.054389,4368,0.000054,-0.001202,0.001282,-0.859267,0.814570,1.969677,0.106503,5.822606,0.024852,0.357616,-0.053269,-0.095224,-0.020301,-0.824749,0.781457,-0.008711,-0.084668,0.059601,-1.012602,0.860927
SWING,crypto,4h,DOT-USD,IS,2188,0.223580,-0.000437,0.852741,-0.005091,0.204257,0.264531,0.000386,0.970296,-0.067331,0.268147,0.511889,-0.000304,0.876348,-0.002102,0.316958,-0.000823,3.814163,-0.080756,-0.034110,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,DOT-USD,OOS,2188,0.142748,-0.001829,0.708276,0.028151,0.345461,0.342748,-0.001054,0.667433,-0.007035,0.200045,0.514504,-0.000074,0.776413,0.113620,0.312190,-0.000775,0.278555,-0.039437,-0.103062,1311,-0.000187,-0.002277,0.001988,-0.445246,0.675497,1.846866,0.105089,5.624107,-0.903691,0.874172,-0.060220,-0.125804,0.009891,0.445720,0.337748,-0.003074,-0.130310,0.125929,-1.253457,0.894040
SWING,crypto,4h,ETH-USD,FULL,2188,0.258161,0.000413,0.611689,0.066297,0.234942,0.248736,-0.000427,0.759116,0.015685,0.284274,0.493103,-0.000043,0.668495,0.021726,0.307067,0.000840,0.248307,-0.047459,0.019266,4372,0.000268,-0.000802,0.001264,0.916611,0.198675,1.856354,0.054643,5.213954,-0.894553,0.880795,-0.052150,-0.090767,-0.015061,0.199975,0.403974,0.010928,-0.052491,0.077010,0.197392,0.410596
SWING,crypto,4h,ETH-USD,IS,2188,0.266294,0.000400,0.617741,0.058869,0.228381,0.243252,-0.000709,0.797683,0.022387,0.297574,0.490454,0.000343,0.707202,0.011690,0.316476,0.001110,1.443028,-0.053499,0.028938,3060,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,ETH-USD,OOS,2188,0.239512,0.000445,0.595810,0.086044,0.253529,0.261632,0.000182,0.667613,-0.006053,0.251973,0.498856,-0.000839,0.560383,0.040788,0.284743,0.000263,1.285241,-0.031992,-0.000792,1312,0.000187,-0.001751,0.002013,0.068067,0.470199,1.837946,0.072963,6.198233,-0.300759,0.503311,-0.054331,-0.130664,0.023289,0.487397,0.317881,0.010627,-0.094668,0.133023,-0.155183,0.523179
SWING,crypto,4h,LINK-USD,FULL,2188,0.232349,-0.000104,0.860519,0.052043,0.255429,0.267420,-0.000473,0.843676,0.032992,0.250441,0.500231,0.000358,0.889685,-0.028794,0.313590,0.000369,1.469885,-0.060655,0.071311,4368,-0.000011,-0.001346,0.001262,0.454001,0.324503,2.352190,0.142235,7.211449,-0.350077,0.503311,-0.051601,-0.091324,-0.013887,-0.348033,0.622517,0.019481,-0.050046,0.080445,1.298834,0.086093
SWING,crypto,4h,LINK-USD,IS,2188,0.255045,0.000212,0.929380,0.055638,0.242158,0.250744,-0.000628,0.957376,0.047259,0.261213,0.494211,0.000634,0.978789,-0.041474,0.305492,0.000840,0.572226,-0.053807,0.092923,3057,,,,,,,,,,,,,,,,,,,,
SWING,crypto,4h,LINK-USD,OOS,2188,0.180153,-0.001138,0.578598,0.010388,0.288607,0.306107,-0.000182,0.569576,-0.043214,0.235002,0.513740,-0.000248,0.649548,0.032856,0.338492,-0.000956,2.511815,-0.076687,-0.049269,1311,0.000060,-0.002249,0.001972,-0.748742,0.788079,2.039147,0.121332,5.975430,0.248653,0.284768,-0.050653,-0.131561,0.023033,-0.557252,0.754967,0.027963,-0.084606,0.165996,-1.003505,0.841060
SWING,crypto,4h,SOL-USD,FULL,2188,0.245845,-0.000226,0.801093,0.056408,0.265422,0.256925,-0.000140,0.848479,0.023350,0.281260,0.497230,0.000128,0.729840,0.002647,0.315377,-0.000087,3.120839,-0.042036,0.037232,4368,-0.000123,-0.001294,0.000976,0.052827,0.456954,2.565162,0.139362,7.791057,0.228003,0.304636,-0.045194,-0.084343,-0.006376,0.136472,0.463576,0.021380,-0.050348,0.087647,0.384973,0.377483
SWING,crypto,4h,SOL-USD,IS,2188,0.266799,0.000130,0.838380,0.070462,0.266300,0.249586,-0.000070,0.921347,-0.000997,0.251941,0.483615,0.000204,0.773903,0.004965,0.332965,0.000200,1.117216,-0.073845,0.029768,3057,,,,,,,,,,,,,,,,,,,,
